,Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Visibility,Item_Weight,source,Outlet_Years,Item_Fat_Content_0,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_0,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_Identifier_0,Outlet_Identifier_1,Outlet_Identifier_2,Outlet_Identifier_3,Outlet_Identifier_4,Outlet_Identifier_5,Outlet_Identifier_6,Outlet_Identifier_7,Outlet_Identifier_8,Outlet_Identifier_9
12340,NCH06,245.24599999999998,,0.076539909,12.3,test,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
12341,FDR55,187.8872,,0.132288896,12.15,test,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12342,FDI10,171.7422,,0.078389501,8.51,test,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
12343,FDZ12,141.247,,0.103187661,9.17,test,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
12344,FDM12,187.8214,,0.070025696,16.7,test,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12345,DRB25,107.4938,,0.069600588,12.3,test,11,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
12346,NCS41,182.7608,,0.053399539,12.85,test,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
12347,NCT53,162.8526,,0.048191066,5.4,test,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12348,NCD55,39.9454,,0.024310931,14.0,test,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
12349,FDY08,141.3838,,0.171341198,9.395,test,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12350,NCP55,54.4614,,0.011207422,14.65,test,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12351,FDA33,147.9076,,0.033871687000000004,6.48,test,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
12352,FDQ33,148.6708,,0.09113126099999999,13.35,test,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
12353,FDE45,179.6002,,0.040161882999999995,12.099999999999998,test,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
12354,FDT26,120.944,,0.06789695700000001,18.85,test,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
12355,NCV53,238.988,,0.018842851,8.27,test,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12356,FDK60,97.6068,,0.093409739,16.5,test,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
12357,NCJ29,83.4224,,0.035192926,10.6,test,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
12358,FDI15,265.0884,,0.141639229,13.8,test,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
12359,FDX21,110.5912,,0.084895314,7.05,test,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
12360,FDV49,263.4226,,0.045220091,10.0,test,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
12361,DRO59,76.9012,,0.054154252,11.8,test,16,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
12362,FDZ14,122.4756,,0.047685207,7.71,test,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
12363,FDP32,126.0678,,0.08724494199999999,6.65,test,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
12364,FDC33,198.6768,,0.069328283,8.96,test,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
12365,FDT14,121.64399999999999,,0.21378898300000002,10.695,test,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
12366,NCN54,78.5328,,0.021223197000000003,20.35,test,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
12367,FDR57,155.3288,,0.023383182000000002,5.674999999999999,test,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
12368,DRK12,32.39,,0.041886317,9.5,test,16,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
12369,FDX52,194.882,,0.042067869,11.5,test,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12370,FDX08,179.3318,,0.037834547999999996,12.85,test,15,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
12371,FDP10,105.8622,,0.214396632,19.0,test,15,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
12372,NCP50,78.7618,,0.020601542,17.35,test,11,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12373,NCL06,259.8594,,0.072006662,14.65,test,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
12374,FDP25,219.3824,,0.02118987,15.2,test,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
12375,FDE53,104.52799999999999,,0.02685779,10.895,test,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
12376,FDL27,66.3826,,0.010691082,6.17,test,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
12377,FDC35,208.1638,,0.123028674,7.435,test,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12378,DRJ47,171.308,,0.074065937,18.25,test,15,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
12379,FDD16,75.8696,,0.036501185,20.5,test,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
12380,NCN42,146.9418,,0.014244729,20.25,test,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12381,FDC38,132.8942,,0.121900785,15.7,test,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
12382,NCO07,212.15599999999998,,0.009796094,9.06,test,11,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12383,FDQ20,38.6138,,0.029831146,8.325,test,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12384,FDI32,113.2834,,0.174373447,17.7,test,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12385,FDN20,170.3474,,0.043823122,19.35,test,15,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
12386,DRJ51,229.5668,,0.087567787,14.099999999999998,test,28,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
12387,FDU08,97.6042,,0.027370814,10.3,test,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
12388,DRN37,167.4158,,0.16860431399999998,9.6,test,28,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12389,FDD05,121.8098,,0.027804204,19.35,test,15,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
12390,FDW15,148.6734,,0.055113595999999994,15.35,test,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12391,FDI52,124.3072,,0.104678138,18.7,test,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12392,DRM11,261.6278,,0.0,6.57,test,14,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12393,NCO06,32.0558,,0.10824952199999999,19.25,test,11,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12394,FDU38,190.4504,,0.082678239,10.8,test,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12395,FDU59,161.5552,,0.096778863,5.78,test,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
12396,FDJ10,138.6838,,0.129503664,5.095,test,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12397,FDM13,132.8626,,0.063273547,6.425,test,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12398,NCJ30,167.979,,0.141191067,5.82,test,28,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12399,FDM45,121.7756,,0.08855399800000001,8.655,test,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
12400,FDP36,50.1008,,0.091357303,10.395,test,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
12401,NCD30,97.3726,,0.044940161,19.7,test,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
12402,FDN48,93.7804,,0.065318118,13.35,test,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
12403,FDY32,161.221,,0.12944197699999999,7.605,test,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12404,FDU47,141.5838,,0.11385446800000001,12.8,test,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12405,FDF17,198.21099999999998,,0.074623672,5.19,test,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
12406,FDP34,156.963,,0.138004065,12.85,test,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
12407,FDA47,163.621,,0.116855192,10.5,test,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12408,DRD27,98.7042,,0.023724475,18.75,test,28,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
12409,FDW38,54.1298,,0.13896124099999999,5.325,test,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
12410,FDZ15,120.1782,,0.036541979,13.099999999999998,test,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
12411,FDZ03,187.324,,0.078405146,13.650000000000002,test,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
12412,NCN19,188.85299999999998,,0.012118358999999999,13.1,test,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12413,FDG02,190.2188,,0.011259035,7.855,test,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
12414,FDS31,182.4318,,0.044184016,13.1,test,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
12415,FDW43,228.1036,,0.039263694,20.1,test,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
12416,FDZ47,99.8042,,0.132726034,20.7,test,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
12417,FDO57,160.9578,,0.109325071,20.75,test,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
12418,NCL07,39.148,,0.031312479,13.85,test,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
12419,NCV42,110.7228,,0.031395831,6.26,test,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
12420,FDP40,112.5544,,0.034551507,4.555,test,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
12421,FDP48,184.695,,0.077078963,7.519999999999998,test,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
12422,FDH21,160.3604,,0.031401634,10.395,test,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
12423,NCP02,59.7562,,0.044878428,7.105,test,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12424,FDK24,45.6744,,0.0,9.195,test,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12425,FDC41,75.067,,0.117150348,15.6,test,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
12426,FDF08,86.1856,,0.06557639999999999,14.3,test,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
12427,FDO49,52.1008,,0.033239125,10.6,test,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
12428,FDS56,260.8252,,0.038569182,5.785,test,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
12429,FDX46,60.5562,,0.058353500999999995,12.3,test,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
12430,FDQ07,220.4456,,0.087334125,15.1,test,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
12431,FDC32,92.0462,,0.16588815,18.35,test,15,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
12432,FDT21,248.0092,,0.035703488,7.420000000000001,test,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
12433,FDG58,155.1972,,0.086957199,10.695,test,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
12434,FDW14,85.9198,,0.038270946,8.3,test,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12435,DRA12,140.0154,,0.040747616,11.599999999999998,test,28,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
12436,FDV27,88.5514,,0.039956751,7.97,test,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
12437,DRD25,112.38600000000001,,0.078906336,6.135,test,26,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12438,DRF48,186.3898,,0.051550615,5.73,test,28,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
12439,FDX24,92.6462,,0.0,8.355,test,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
12440,DRJ51,229.8668,,0.087993901,14.1,test,16,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
12441,FDE45,180.0002,,0.040439161,12.1,test,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
12442,FDE14,101.17,,0.031445152000000004,13.65,test,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12443,FDG53,138.118,,0.045949933,10.0,test,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
12444,FDT08,148.905,,0.049218499000000006,13.65,test,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12445,DRC27,246.9802,,0.057821105,13.8,test,28,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
12446,FDG20,176.7028,,0.125664151,15.5,test,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
12447,FDC21,108.3254,,0.04295882,14.6,test,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12448,FDV31,177.237,,0.107152044,9.8,test,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
12449,FDB58,141.1154,,0.013523837,10.5,test,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
12450,FDV23,124.6046,,0.105836765,11.0,test,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12451,FDA25,102.59899999999999,,0.119279404,16.5,test,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
12452,FDC15,158.6288,,0.177969055,18.1,test,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12453,FDU47,138.6838,,0.11403148099999999,12.8,test,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12454,FDE23,46.606,,0.0,17.6,test,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
12455,FDS08,177.037,,0.056913819000000004,5.735,test,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
12456,FDW03,104.3306,,0.024422434,5.630000000000001,test,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
12457,FDJ60,163.3184,,0.06278314,19.35,test,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
12458,FDM34,129.2626,,0.067829083,19.0,test,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
12459,FDW33,105.52799999999999,,0.09903810199999999,9.395,test,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
12460,FDZ40,54.3298,,0.040149309,8.935,test,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
12461,FDE33,80.5644,,0.049837799,19.35,test,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
12462,NCC06,127.7336,,0.045169645999999994,19.0,test,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
12463,FDU11,119.4098,,0.092593652,4.785,test,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12464,FDL44,162.9894,,0.012344551,18.25,test,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
12465,NCZ29,127.1362,,0.071775164,15.0,test,6,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
12466,FDG28,244.9144,,0.0,9.285,test,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
12467,FDL12,59.522,,0.12212820099999999,15.85,test,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
12468,FDD52,108.95700000000001,,0.18433167,18.25,test,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
12469,FDO15,72.2038,,0.008559416,16.75,test,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
12470,NCN29,49.3034,,0.012057789,15.2,test,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
12471,FDW36,107.7622,,0.056885263,11.15,test,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
12472,FDB21,239.9854,,0.148520605,7.475,test,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12473,FDZ28,128.8678,,0.051449648,20.0,test,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
12474,FDY10,114.6176,,0.049058599,17.6,test,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
12475,DRG39,53.0982,,0.042419588,14.15,test,6,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
12476,FDN28,102.699,,0.030222732000000002,5.88,test,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
12477,FDV15,104.4648,,0.146144813,10.3,test,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
12478,DRI13,217.6508,,0.020323118,15.35,test,9,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
12479,FDH20,96.041,,0.024949113,16.1,test,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12480,FDY51,220.2798,,0.081067307,12.5,test,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
12481,FDE16,207.7954,,0.026321792000000004,8.895,test,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
12482,FDX40,37.1164,,0.099396395,12.85,test,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
12483,FDC48,80.5592,,0.015923898,9.195,test,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
12484,FDS14,155.9288,,0.049963882,7.285,test,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12485,FDX56,208.7638,,0.07447838400000001,17.1,test,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
12486,FDI10,171.1422,,0.078404327,8.51,test,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12487,FDI14,142.3496,,0.089603145,14.1,test,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
12488,DRM48,35.8848,,0.11280271900000001,15.2,test,26,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12489,NCH07,158.6604,,0.09221828800000001,13.150000000000002,test,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
12490,FDY26,210.7244,,0.030485136,20.6,test,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
12491,FDD02,119.0124,,0.050047465,16.599999999999998,test,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
12492,FDM12,188.1214,,0.06991699400000001,16.7,test,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12493,DRF01,145.5102,,0.29304837899999997,5.655,test,15,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
12494,FDV36,126.50200000000001,,0.026302004,18.7,test,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12495,DRI59,223.5088,,0.040800687999999995,9.5,test,26,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12496,FDV03,156.5314,,0.058327908,17.6,test,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
12497,FDO39,182.9608,,0.0,6.985,test,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
12498,NCB07,197.81099999999998,,0.07782328200000001,19.2,test,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
12499,FDH38,115.9808,,0.010387683,6.424999999999999,test,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
12500,FDZ13,49.435,,0.153465955,7.84,test,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
12501,NCZ30,122.3098,,0.026184983,6.59,test,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
12502,NCA06,35.41900000000001,,0.143256515,20.5,test,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
12503,FDB04,86.7856,,0.06332460599999999,11.35,test,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12504,FDN50,93.012,,0.026497757,16.85,test,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
12505,NCG06,256.7646,,0.02949114,16.35,test,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12506,NCY17,45.0086,,0.163760524,18.2,test,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
12507,FDC23,178.7686,,0.017906203,18.0,test,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
